Term|Code|Preferred|PreferredTerm|Kind
segmentale proliferatieve ontsteking|M46703|V|segmentale proliferatieve ontsteking|2
segmentale renale hypoplasie van ask-upmark|T71000M21370||ask-upmark nier|2
segmentale sclerose|M49040|V|segmentale sclerose|2
segmentectomie|P11270|V|segmentectomie|1
sekwester|M39100||sequester|2
sella turcica|TY0460|V|sella turcica|0
semen|T7Y100||sperma|0
seminoma in situ|M90642||kiemcelneoplasie in situ|2
seminoom|M90613|V|seminoom|2
seminoom met hoge mitotische activiteit|M90623||anaplastisch seminoom|2
semitendinosus muscle|T14650||musculus semitendinosus|0
seniel|F08260|V|seniel|2
seniele atrofie|M58110F08260|V|seniele atrofie|2
seniele degeneratie|M50140E93250||actinische beschadiging|6
seniele dementie|D85420|V|seniele dementie|2
seniele elastose|M50140E93250||actinische beschadiging|6
seniele kolpitis|T81000M40000F08260|V|seniele kolpitis|6
seniele plaques|M50640F08260|V|seniele plaques|2
sensorische en motorische neuropathie|D8X900|V|sensorische en motorische neuropathie|2
sentinel node|P11320||sentinel node procedure|1
sentinel node procedure|P11320|V|sentinel node procedure|1
sepsis|D00800|V|sepsis|2
sepsis milt|T07000D00800||septische milt|6
septale leverfibrose|T56000M49620|V|septale leverfibrose|2
septicemie|D00800||sepsis|2
septisch infarct|M54760|V|septisch infarct|2
septische embolie|M35390|V|septische embolie|2
septische embolus|M35390||septische embolie|2
septische micro emboli|M35390||septische embolie|2
septische milt|T07000D00800|V|septische milt|6
septische shock|D00800F70050|V|septische shock|2
septum atrioventriculare|T32340|V|septum atrioventriculare|0
septum interatriale|T32120||atriumseptum|0
septum interventriculare|T32410||ventrikelseptum|0
septum interventriculare cordis|T32410||ventrikelseptum|0
septum nasi|T21340||neusseptum|0
septum pellucidum|TX1620|V|septum pellucidum|0
septum primum|T32150|V|septum primum|0
septum rectovaginale|T68070|V|septum rectovaginale|0
septum uteri|T82000M22000|V|septum uteri|6
sequenoom|P37010||sequentie analyse|1
sequentie analyse|P37010|V|sequentie analyse|1
sequester|M39100|V|sequester|2
sereus adenocarcinoom|M84413||sereus cystadenocarcinoom|2
sereus adenocarcinoom in situ|M84412||sereus intraepitheliaal carcinoom|2
sereus adenofibroom|M90140|V|sereus adenofibroom|2
sereus carcinoom|M84413||sereus cystadenocarcinoom|2
sereus cystadenocarcinoom|M84413|V|sereus cystadenocarcinoom|2
sereus cystadenofibroom|M90140||sereus adenofibroom|2
sereus cystadenoom|M84410|V|sereus cystadenoom|2
sereus cystadenoom borderline|M84421||sereuze borderline tumor|2
sereus cystadenoom borderline maligniteit|M84421||sereuze borderline tumor|2
sereus exsudaat|M40300||sereuze ontsteking|2
sereus intraepitheliaal carcinoom|M84412|V|sereus intraepitheliaal carcinoom|2
sereus oppervlakte papilloom|M84610|V|sereus oppervlakte papilloom|2
sereus oppervlakte papilloom borderline|M84611||sereus oppervlakte papilloom borderline maligniteit|2
sereus oppervlakte papilloom borderline maligniteit|M84611|V|sereus oppervlakte papilloom borderline maligniteit|2
sereus papillair adenocarcinoom|M84413||sereus cystadenocarcinoom|2
sereus papillair oppervlakte carcinoom|M84413||sereus cystadenocarcinoom|2
sereus transudaat|M36310|V|sereus transudaat|2
sereuze borderline tumor|M84421|V|sereuze borderline tumor|2
sereuze borderline tumor micropapillaire variant|M84602|V|sereuze borderline tumor micropapillaire variant|2
sereuze cyste|M33440|V|sereuze cyste|2
sereuze exsudatie|M40300||sereuze ontsteking|2
sereuze ontsteking|M40300|V|sereuze ontsteking|2
sereuze speekselklier|T55040|V|sereuze speekselklier|0
seromucineus adenofibroom|M90140||sereus adenofibroom|2
seromucineus carcinoom|M84743|V|seromucineus carcinoom|2
seromucineus cystadenoom|M84740|V|seromucineus cystadenoom|2
seromucineuze borderline tumor|M84741|V|seromucineuze borderline tumor|2
seroom|M36890|V|seroom|2
serosa appendix|T66070|V|serosa appendix|0
serosa colon|T67090|V|serosa colon|0
serosa dikke darm|T67090||serosa colon|0
serosa dunne darm|T64120|V|serosa dunne darm|0
serosa galblaas|T57300|V|serosa galblaas|0
serosa maag|T63140|V|serosa maag|0
serosa uterus|T82500||perimetrium|0
serosa van de blaas|T74050|V|serosa van de blaas|0
serosa van de tuba|T86170|V|serosa van de tuba|0
serotien|F35240|V|serotien|2
serotiene placenta|T88000M29004|V|serotiene placenta|2
serotiniteit|F35240||serotien|2
serrated adenocarcinoom|M82133|V|serrated adenocarcinoom|2
serrated adenoom|M82130||sessiel serrated lesie|2
sertoli cell|T78110||sertolicel|0
sertoli cell only syndroma|D26820|V|sertoli cell only syndroma|2
sertoli leydigceltumor|M86311|V|sertoli leydigceltumor|2
sertolicel|T78110|V|sertolicel|0
sertolicelnodus|M26210|V|sertolicelnodus|2
sertoliceltumor|M86401|V|sertoliceltumor|2
serum|T0X500|V|serum|0
sesambeen bovenste extremiteit|T11670|V|sesambeen bovenste extremiteit|0
sesambeen onderste extremiteit|T11970|V|sesambeen onderste extremiteit|0
sesambeentje van de onderste extremiteit|T11970||sesambeen onderste extremiteit|0
sessiel serrated adenoom|M82130||sessiel serrated lesie|2
sessiel serrated lesie|M82130|V|sessiel serrated lesie|2
sexcord stroma tumor met annulaire tubuli|M86231|V|sexcord stroma tumor met annulaire tubuli|2
sexcordstroma tumor|M85901|V|sexcordstroma tumor|2
sex-linked ichthyosis|D36710||ichthyosis sex-linked|2
sezary|M97013|V|sezary|2
sezary syndroom|M97013||sezary|2
sfenoid|T10151|V|sfenoid|0
sferocytose|M78330|V|sferocytose|2
sfincter urineblaas|T74420|V|sfincter urineblaas|0
sfingolipidose|D14300|V|sfingolipidose|2
shave biopsie|P11470||shave biopt|1
shave biopt|P11470|V|shave biopt|1
shave excisie|P11110||excochleatie|1
sheehan|D25240|V|sheehan|2
shigella|E16500|V|shigella|2
shigellose|D01760|V|shigellose|2
shigellosis|D01760||shigellose|2
shock|F70010|V|shock|2
shunt nephritis|T71000M45200M30520|V|shunt nephritis|2
shuntoperatie|M18200||anastomose na operatie|2
shy-drager|D87400||multisysteem atrofie|2
sialadenoma papilliferum|M84080|V|sialadenoma papilliferum|2
sialadenose|T55000M71000|V|sialadenose|6
sialoadenitis|T55000M40000|V|sialoadenitis|6
sialoblastoom|M89741|V|sialoblastoom|2
sialolithiasis|T55000M30000|V|sialolithiasis|6
sialometaplasie|T55000M73390|V|sialometaplasie|2
siamese tweeling|M28900|V|siamese tweeling|2
sick sinus syndroom|F73340|V|sick sinus syndroom|2
sideroachrestische anemie|D40800|V|sideroachrestische anemie|2
sideroblasten|T0X351|V|sideroblasten|0
sideroblastische uitrijping|T0X351||sideroblasten|0
siderofagocytose|T28010M57570|V|siderofagocytose|2
siderose|M55800|V|siderose|2
siderosilicose|M55810|V|siderosilicose|2
sigmoid|T67700|V|sigmoid|0
sigmoid colon|T67700||sigmoid|0
sigmoideum|T67700||sigmoid|0
sigmoidslijmvlies|T67710||slijmvlies sigmoid|0
sikkelcel|M78320|V|sikkelcel|2
sikkelcelanemie|D41410|V|sikkelcelanemie|2
silica|E50950|V|silica|2
silicaat|E50940|V|silicaat|2
silicaatkristal|E50940||silicaat|2
silicone|E59110|V|silicone|2
siliconoom|M44140E59110|V|siliconoom|2
silicose|M55790|V|silicose|2
simpele hyperplasie met atypie|M72310|V|simpele hyperplasie met atypie|2
simpele hyperplasie zonder atypie|M72300|V|simpele hyperplasie zonder atypie|2
sinister|TYY990||links|3
sinonasaal papilloom exofytisch type|M80530||schneiderian papilloom|2
sinonasaal papilloom oncocytair type|M80531|V|sinonasaal papilloom oncocytair type|2
sinus cavernosus|TX1250|V|sinus cavernosus|0
sinus coronarius|T48410|V|sinus coronarius|0
sinus door ontsteking|M46310||fistel|2
sinus etmoidalis|T22300|V|sinus etmoidalis|0
sinus frontalis|T22200||voorhoofdsholte|0
sinus maxillaris|T22100||kaakholte|0
sinus maxillarisslijmvlies|T22130||slijmvlies kaakholte|0
sinus morgagni|T24330|V|sinus morgagni|0
sinus paranasalis|T22000||neusbijholte|0
sinus petrosus|TX1240|V|sinus petrosus|0
sinus pilonidalis|M46340|V|sinus pilonidalis|2
sinus piriformis|T60320|V|sinus piriformis|0
sinus sagittalis superior|TX1190|V|sinus sagittalis superior|0
sinus sfenoidalis|T22400|V|sinus sfenoidalis|0
sinus transversus|TX1230|V|sinus transversus|0
sinus valsalvae|T42200|V|sinus valsalvae|0
sinusgang door ontsteking|M46310||fistel|2
sinushistiocytose|T08020M77800|V|sinushistiocytose|6
sinusknoop|T33700|V|sinusknoop|0
sinusoiden|T40070|V|sinusoiden|0
sinusvorming|M46310||fistel|2
sirenomelia|M28210||sirenomelie|2
sirenomelie|M28210|V|sirenomelie|2
situs inversus|M22110|V|situs inversus|2
sjogren|D38300|V|sjogren|2
skelet|T11100|V|skelet|0
skeletspier|T13001|V|skeletspier|0
skeletspierweefsel|T13001||skeletspier|0
skin tag|M76810||fibroepitheliale poliep|2
slaap|TY0150|V|slaap|0
slaapstreek|TY0150||slaap|0
slagader|T41000||arterie|0
slechte fixatie|M09050|V|slechte fixatie|2
sleutelbeen|T11310||clavicula|0
slide|P30840||panel|1
slijm uit de keel|T6X100||keelsecreet|0
slijm uit neus|T2X110|V|slijm uit neus|0
slijmafgietsel|M33050||mucokele|2
slijmbekercel carcinoid|M82433||gobletcel carcinoom|2
slijmcyste|M33790||mucineuze cyste|2
slijmige degeneratie|M50100||myxoide degeneratie|2
slijmige retentie|M33200||slijmretentie|2
slijmklier bovenlip|T52121|V|slijmklier bovenlip|0
slijmklier lip|T52120|V|slijmklier lip|0
slijmklier mond|T51040|V|slijmklier mond|0
slijmklier onderlip|T52122|V|slijmklier onderlip|0
slijmklier pharynx|T60120|V|slijmklier pharynx|0
slijmklier wang|T51310|V|slijmklier wang|0
slijmophoping|M33200||slijmretentie|2
slijmprop|M33050||mucokele|2
slijmretentie|M33200|V|slijmretentie|2
slijmretentiecyste|M33790||mucineuze cyste|2
slijmvlies|T00077|V|slijmvlies|0
slijmvlies anale kanaal|T69110|V|slijmvlies anale kanaal|0
slijmvlies antrum maag|T63610|V|slijmvlies antrum maag|0
slijmvlies anus|T69110||slijmvlies anale kanaal|0
slijmvlies appendix|T66010|V|slijmvlies appendix|0
slijmvlies bovenlip|T52110|V|slijmvlies bovenlip|0
slijmvlies bronchiolus|T27010|V|slijmvlies bronchiolus|0
slijmvlies buis van eustachius|TXY630|V|slijmvlies buis van eustachius|0
slijmvlies coecum|T67110|V|slijmvlies coecum|0
slijmvlies colon|T67010||colonslijmvlies|0
slijmvlies colon descendens|T67610|V|slijmvlies colon descendens|0
slijmvlies colon transversum|T67410|V|slijmvlies colon transversum|0
slijmvlies darm|T50110|V|slijmvlies darm|0
slijmvlies dikke darm|T67010||colonslijmvlies|0
slijmvlies dunne darm|T64020|V|slijmvlies dunne darm|0
slijmvlies duodenum|T64310|V|slijmvlies duodenum|0
slijmvlies endocervix|T83320||endocervixslijmvlies|0
slijmvlies epiglottis|T24020|V|slijmvlies epiglottis|0
slijmvlies galblaas|T57100|V|slijmvlies galblaas|0
slijmvlies gehoorgang|TXY230|V|slijmvlies gehoorgang|0
slijmvlies gingiva|T54940|V|slijmvlies gingiva|0
slijmvlies hypopharynx|T60330|V|slijmvlies hypopharynx|0
slijmvlies ileum|T65210|V|slijmvlies ileum|0
slijmvlies jejunum|T65110|V|slijmvlies jejunum|0
slijmvlies kaakholte|T22130|V|slijmvlies kaakholte|0
slijmvlies larynx|T24110|V|slijmvlies larynx|0
slijmvlies lip|T52010|V|slijmvlies lip|0
slijmvlies maag|T63010|V|slijmvlies maag|0
slijmvlies maagantrum|T63610||slijmvlies antrum maag|0
slijmvlies middenoor|TXY390|V|slijmvlies middenoor|0
slijmvlies mond|T51030|V|slijmvlies mond|0
slijmvlies mondbodem|T51210|V|slijmvlies mondbodem|0
slijmvlies nasopharynx|T23010||slijmvlies neuskeelholte|0
slijmvlies neus|T21010|V|slijmvlies neus|0
slijmvlies neusbijholte|T22010|V|slijmvlies neusbijholte|0
slijmvlies neuskeelholte|T23010|V|slijmvlies neuskeelholte|0
slijmvlies oesofagus|T62010||oesofagusslijmvlies|0
slijmvlies onderlip|T52210|V|slijmvlies onderlip|0
slijmvlies oropharynx|T60240|V|slijmvlies oropharynx|0
slijmvlies palatum|T51140|V|slijmvlies palatum|0
slijmvlies pharynx|T60110|V|slijmvlies pharynx|0
slijmvlies processus alveolaris|T54940||slijmvlies gingiva|0
slijmvlies pyelum|T72030|V|slijmvlies pyelum|0
slijmvlies rectosigmoid|T67910|V|slijmvlies rectosigmoid|0
slijmvlies rectum|T68010|V|slijmvlies rectum|0
slijmvlies sigmoid|T67710|V|slijmvlies sigmoid|0
slijmvlies sinus etmoidalis|T22330|V|slijmvlies sinus etmoidalis|0
slijmvlies sinus frontalis|T22230||slijmvlies voorhoofdsholte|0
slijmvlies sinus maxillaris|T22130||slijmvlies kaakholte|0
slijmvlies sinus sfenoidalis|T22430|V|slijmvlies sinus sfenoidalis|0
slijmvlies slokdarm|T62010||oesofagusslijmvlies|0
slijmvlies tong|T53010|V|slijmvlies tong|0
slijmvlies trachea|T25010|V|slijmvlies trachea|0
slijmvlies tuba uterina|T86140|V|slijmvlies tuba uterina|0
slijmvlies ureter|T73030|V|slijmvlies ureter|0
slijmvlies urethra|T75010|V|slijmvlies urethra|0
slijmvlies urineblaas|T74010|V|slijmvlies urineblaas|0
slijmvlies vagina|T81010|V|slijmvlies vagina|0
slijmvlies verhemelte|T51140||slijmvlies palatum|0
slijmvlies voorhoofdsholte|T22230|V|slijmvlies voorhoofdsholte|0
slijmvlies vulva|T80130|V|slijmvlies vulva|0
slijmvlies wang|T51300|V|slijmvlies wang|0
slijmvormend adenocarcinoom|M84803||mucineus carcinoom|2
slijmvormend carcinoom|M84803||mucineus carcinoom|2
slokdarm|T62000||oesofagus|0
slokdarmmucosa|T62010||oesofagusslijmvlies|0
slokdarmslijmvlies|T62010||oesofagusslijmvlies|0
small vessel disease|D73040|V|small vessel disease|2
smarca4 deficiente ongedifferentieerde tumor|M80453|V|smarca4 deficiente ongedifferentieerde tumor|2
smarcb1 deficient medullair niercelcarcinoom|M83173|V|smarcb1 deficient medullair niercelcarcinoom|2
smith lemli opitz|D50470|V|smith lemli opitz|2
sneddon|D73070|V|sneddon|2
sneddon wilkinson|D36210||subcorneale pustulaire dermatose|2
sneevlak dubieus|M09460||snijvlak dubieus|2
sneevlak niet te beoordelen|M09430||snijvlak niet te beoordelen|2
sneevlak niet vrij|M09420||snijvlak niet vrij|2
sneevlak vrij|M09410||snijvlak vrij|2
sneevlakken dubieus|M09460||snijvlak dubieus|2
sneevlakken niet te beoordelen|M09430||snijvlak niet te beoordelen|2
sneevlakken niet vrij|M09420||snijvlak niet vrij|2
sneevlakken vrij|M09410||snijvlak vrij|2
snijvlak dubieus|M09460|V|snijvlak dubieus|2
snijvlak niet te beoordelen|M09430|V|snijvlak niet te beoordelen|2
snijvlak niet vrij|M09420|V|snijvlak niet vrij|2
snijvlak vrij|M09410|V|snijvlak vrij|2
snijvlakken dubieus|M09460||snijvlak dubieus|2
snijvlakken niet vrij|M09420||snijvlak niet vrij|2
snijvlakken vrij|M09410||snijvlak vrij|2
soft fibroma|M88510||fibrolipoom|2
solaire degeneratie|M50140E93250||actinische beschadiging|6
solaire keratose|M72850||actinische keratose|2
solid pseudopapilary tumor|M84523||solide pseudopapillair neoplasma|2
solide adenocarcinoom|M82303|V|solide adenocarcinoom|2
solide papillair carcinoom in situ|M85092|V|solide papillair carcinoom in situ|2
solide pseudopapillair neoplasma|M84523|V|solide pseudopapillair neoplasma|2
solide pseudopapillaire tumor|M84523||solide pseudopapillair neoplasma|2
solitair circumscript neuroom|M95720|V|solitair circumscript neuroom|2
solitair ulcus|T00090M40030|V|solitair ulcus|6
solitair ulcus syndroom|D62830||mucosaal prolaps syndroom|2
solitaire beencyste|T11000M33400||solitaire botcyste|6
solitaire botcyste|T11000M33400|V|solitaire botcyste|6
solitaire cyste|M33400||cyste|2
solitaire fibreuze tumor|M88151|V|solitaire fibreuze tumor|2
solitary circumscribed neuroma|M95720||solitair circumscript neuroom|2
solutio|M31140|V|solutio|2
solutio placentae|T88000M31140|V|solutio placentae|6
spanningspneumothorax|T2Y700M36270||pneumothorax|2
spasme|F81380|V|spasme|2
spastische paralyse|F80940|V|spastische paralyse|2
spastische paraplegie syndroom|D81160|V|spastische paraplegie syndroom|2
spatader|M32610|V|spatader|2
spatium vesicouterinum|TY4580|V|spatium vesicouterinum|0
specimen radiografie|PX1400|V|specimen radiografie|1
speeksel|T5X000|V|speeksel|0
speekselklier|T55000|V|speekselklier|0
speekselsteen|T55000M30000||sialolithiasis|6
sperma|T7Y100|V|sperma|0
spermagranuloom|M44180|V|spermagranuloom|2
spermatocytair seminoom|M90633||spermatocytaire tumor|2
spermatocytaire tumor|M90633|V|spermatocytaire tumor|2
spermatogeen granuloom|M44180||spermagranuloom|2
spermatogene rijpingsstoornis|T78220M75000|V|spermatogene rijpingsstoornis|6
spermatogenese|T78220|V|spermatogenese|0
spermatogenese desorganisatie|T78220M75000||spermatogene rijpingsstoornis|6
spermatogenese gereduceerd|T78220M75200||hypospermatogenese|6
spermatogenese rypingsstoornis|T78220M75000||spermatogene rijpingsstoornis|6
spermatogenesis stop|T78220M75010||azoospermie|6
spermatokele|T79100M33400|V|spermatokele|6
spermatozo|T78180|V|spermatozo|0
spermatozoa|T78180||spermatozo|0
spermaturie|F98190|V|spermaturie|2
sphincter ani|T14330||anussfincter|0
spider naevus|M76330||spider nevus|2
spider nevus|M76330|V|spider nevus|2
spielmeyer vogt|D14730|V|spielmeyer vogt|2
spier|T13000|V|spier|0
spier arm|T13600|V|spier arm|0
spier buik|T14200|V|spier buik|0
spier dijbeen|T14400|V|spier dijbeen|0
spier hals|T13300|V|spier hals|0
spier hoofd|T13100|V|spier hoofd|0
spier onderbeen|T14700|V|spier onderbeen|0
spier rug|T14000|V|spier rug|0
spier thorax|T14100|V|spier thorax|0
spier voet|T14900|V|spier voet|0
spierbiopsie|T13000P11400|V|spierbiopsie|6
spierdystrofie|D80210|V|spierdystrofie|2
spieren onderbeen|T14700||spier onderbeen|0
spierlaag van de ureter|T73050|V|spierlaag van de ureter|0
spierweefsel|T13000||spier|0
spina bifida|M21520|V|spina bifida|2
spina bifida aperta|M21610|V|spina bifida aperta|2
spina bifida occulta|M21580|V|spina bifida occulta|2
spinaal ependymoom|M93913||ependymoom|2
spinaal ganglion|TX7580||ganglion spinale|0
spinaal intraduraal|TX1480||subdurale ruimte van het ruggenmerg|0
spinale spieratrofie|D81450|V|spinale spieratrofie|2
spinale zenuw|TX9000||ruggenmergszenuw|0
spindle cell lipoma|M88570||spoelcel pleiomorf lipoom|2
spinocerebellaire ataxie|D84581|V|spinocerebellaire ataxie|2
spiraalarterie decidua basalis|T88930|V|spiraalarterie decidua basalis|0
spiraalarterie van de basale decidua|T88930||spiraalarterie decidua basalis|0
spiradenocarcinoom|M84033|V|spiradenocarcinoom|2
spiradenoom|M84030|V|spiradenoom|2
spirocheet|E12800|V|spirocheet|2
spirochetose|D01970E12800|V|spirochetose|6
